,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
2527844,1293,3/15/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
2527845,1293,3/25/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,04:00.0,2,3,2,2,0,0,0,1
2527846,1293,3/19/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,02:00.0,2,5,2,2,0,0,0,3
2527848,1293,3/4/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
2527853,1293,3/21/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
2527854,1293,3/9/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
2527855,1293,3/11/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,02:00.0,2,5,2,2,0,0,0,3
2527869,1293,3/16/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
2528289,1293,3/13/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,08:00.0,05:00.0,03:00.0,2,5,2,1,-1,1,0,3
2530408,1293,3/2/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2530409,1293,3/25/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2530410,1293,3/26/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2531101,1293,3/19/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2531102,1293,3/20/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2534643,1289,3/17/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,01:00.0,00:00.0,58:00.0,00:00.0,0,0,2,1,-1,2,1,0
2535385,1289,3/31/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,56:00.0,52:00.0,52:00.0,52:00.0,0,0,4,4,0,0,0,0
2537230,1293,3/20/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,17:00.0,14:00.0,09:00.0,13:00.0,1,1,4,3,-1,4,3,0
2550537,1293,3/7/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,20:00.0,16:00.0,09:00.0,14:00.0,1,2,4,4,0,6,6,1
2578417,1293,3/28/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,46:00.0,41:00.0,28:00.0,40:00.0,1,1,5,5,0,12,12,0
2578513,1291,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,41:00.0,38:00.0,38:00.0,37:00.0,1,1,4,3,-1,-1,-2,0
2580850,1289,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
2583518,1293,3/13/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,54:00.0,50:00.0,52:00.0,50:00.0,0,0,4,4,0,-2,-2,0
2588557,1295,3/2/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,01:00.0,00:00.0,00:00.0,00:00.0,0,0,1,1,0,0,0,0
2590940,1291,3/10/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
2595648,1295,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,38:00.0,38:00.0,37:00.0,1,1,4,4,0,-1,-1,0
2595649,1295,3/23/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,38:00.0,38:00.0,37:00.0,1,1,4,4,0,-1,-1,0
2603049,1293,3/16/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,28:00.0,25:00.0,24:00.0,25:00.0,0,0,4,3,-1,1,0,0
2605267,1289,3/3/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,54:00.0,50:00.0,52:00.0,50:00.0,0,0,4,4,0,-2,-2,0
2608476,1295,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,01:00.0,00:00.0,58:00.0,00:00.0,0,0,2,1,-1,2,1,0
2609372,1293,3/30/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,23:00.0,19:00.0,28:00.0,17:00.0,1,2,5,4,-1,50,49,1
2619233,1295,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,24:00.0,22:00.0,21:00.0,21:00.0,1,1,2,2,0,0,0,0
2620419,1291,3/10/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
2623576,1289,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,09:00.0,1,1,4,3,-1,0,-1,0
2623578,1289,3/31/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,09:00.0,1,1,4,3,-1,0,-1,0
2626197,1291,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,38:00.0,33:00.0,34:00.0,33:00.0,0,0,4,5,1,-1,0,0
2628088,1289,3/10/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,08:00.0,1,2,4,3,-1,0,-1,1
2640877,1293,3/2/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,02:00.0,2,5,2,2,0,0,0,3
2649785,1293,3/7/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,39:00.0,34:00.0,28:00.0,33:00.0,1,1,5,5,0,5,5,0
2654694,1293,3/12/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2654695,1293,3/19/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2654882,1293,3/26/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2654883,1293,3/7/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2654884,1293,3/18/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2657026,1293,3/15/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,0,0,
2657027,1293,3/18/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,0,0,
